ID,Insects,Crop,Soil,Category_of_Toxicant,Does_count,Number_of_Weeks_Used,Number_Weeks_does_not_used,Season,Crop_status
7013,1678,Food,clay,3,50,50,0,3,0
7014,1678,Food,clay,3,45,48,0,2,0
7015,1678,Food,silt,3,35,55,0,2,0
7016,1785,Food,clay,3,15,25,0,2,0
7017,1785,Food,clay,3,20,55,0,1,1
7018,1785,Food,clay,3,35,50,0,2,1
7019,1785,Food,clay,3,40,50,0,2,1
7020,1786,Food,clay,3,20,47,0,1,1
7021,1785,Food,silt,3,10,39,0,1,0
7022,1786,Food,silt,3,15,20,0,2,0
7023,1785,Food,silt,3,35,37,0,1,0
7024,1898,Food,clay,3,30,49,0,2,1
7025,1898,Food,clay,3,40,43,0,3,0
7026,1898,Food,silt,3,40,38,0,1,0
7027,1898,Food,silt,3,10,20,0,2,0
7028,1898,Food,silt,3,20,40,0,3,1
7029,1898,Food,silt,3,25,,0,2,0
7030,1898,Food,silt,3,40,37,0,2,0
7031,2015,Food,clay,3,5,53,0,1,0
7032,2016,Food,clay,3,10,47,0,3,0
7033,2015,Food,clay,3,15,55,0,2,1
7034,2015,Food,clay,3,25,49,0,2,0
7035,2016,Food,clay,3,50,52,0,2,0
7036,2015,Food,clay,3,20,50,0,2,1
7037,2016,Food,silt,3,50,,0,2,0
7038,2138,Food,clay,3,10,58,0,2,0
7039,2138,Food,clay,3,20,30,0,3,0
7040,2138,Food,clay,3,20,47,0,1,1
7041,2138,Food,clay,3,20,58,0,2,1
7042,2138,Food,clay,3,25,44,0,2,0
7043,2139,Food,clay,3,15,48,0,2,0
7044,2138,Food,clay,3,20,50,0,1,1
7045,2138,Food,silt,3,30,47,0,1,0
7046,2138,Food,silt,3,40,53,0,2,0
7047,2267,Food,clay,3,10,46,0,3,0
7048,2267,Food,clay,3,25,54,0,1,0
7049,2267,Food,clay,3,15,53,0,2,1
7050,2267,Food,clay,3,10,59,0,1,0
7051,2267,Food,clay,3,60,54,0,2,0
7052,2267,Food,silt,3,10,40,0,3,0
7053,2267,Food,silt,3,15,40,0,2,0
7054,2267,Food,silt,3,25,55,0,1,0
7055,2267,Food,silt,3,30,53,0,1,0
7056,2267,Food,silt,3,20,55,0,1,1
7057,2402,Food,clay,3,5,45,0,1,0
7058,2402,Food,silt,3,5,48,0,2,0
7059,2402,Food,silt,3,30,57,0,3,0
7060,2542,Food,clay,3,20,50,0,2,1
7061,2542,Food,clay,3,20,47,0,1,1
7062,2542,Food,clay,3,30,,0,2,0
7063,2542,Food,silt,3,15,57,0,2,0
7064,2541,Food,silt,3,20,36,0,1,0
7065,2687,Food,clay,3,20,,0,2,0
7066,2688,Food,clay,3,25,60,0,2,0
7067,2688,Food,silt,3,20,47,0,2,0
7068,2840,Food,clay,3,10,48,0,2,0
7069,2840,Food,clay,3,20,47,0,2,1
7070,2840,Food,silt,3,15,56,0,1,1
7071,2840,Food,silt,3,20,55,0,2,1
7072,2840,Food,silt,3,25,58,0,1,0
7073,2999,Food,clay,3,20,65,0,1,0
7074,2999,Food,clay,3,20,54,0,1,1
7075,2999,Food,silt,3,20,47,0,1,0
7076,2999,Food,silt,3,25,,0,2,0
7077,2999,Food,silt,3,20,50,0,3,1
7078,3164,Food,clay,3,10,,0,2,0
7079,3164,Food,clay,3,30,59,0,1,0
7080,3337,Food,clay,3,5,50,0,2,0
7081,3337,Food,clay,3,30,,0,1,0
7082,3895,Food,silt,3,10,60,0,1,0
7083,3896,Food,silt,3,25,,0,1,0
7084,150,Feed,clay,3,10,5,0,3,0
7085,151,Feed,clay,3,35,,0,2,0
7086,168,Feed,clay,3,15,10,0,1,0
7087,168,Feed,clay,3,20,,0,3,0
7088,169,Feed,clay,3,25,26,0,2,0
7089,168,Feed,silt,3,5,10,0,1,0
7090,168,Feed,silt,3,30,10,0,3,0
7091,168,Feed,silt,3,30,12,0,2,0
7092,188,Feed,clay,3,25,24,0,1,0
7093,188,Feed,clay,3,60,26,0,1,0
7094,188,Feed,clay,3,50,20,0,2,0
7095,188,Feed,silt,3,10,17,0,2,0
7096,188,Feed,silt,3,15,18,0,3,0
7097,209,Feed,clay,3,5,16,0,2,0
7098,209,Feed,clay,3,25,,0,2,0
7099,209,Feed,silt,3,10,12,0,3,0
7100,209,Feed,silt,3,20,22,0,2,0
7101,209,Feed,silt,3,40,18,0,2,0
7102,232,Feed,clay,3,15,18,0,1,0
7103,232,Feed,clay,3,20,8,0,1,0
7104,256,Feed,clay,3,15,25,0,1,0
7105,256,Feed,clay,3,20,25,0,1,0
7106,256,Feed,clay,3,40,,0,2,0
7107,256,Feed,clay,3,60,25,0,3,0
7108,283,Feed,silt,3,10,8,0,1,0
7109,311,Feed,clay,3,35,20,0,2,0
7110,312,Feed,silt,3,10,23,0,2,0
7111,312,Feed,silt,3,15,15,0,1,0
7112,311,Feed,silt,3,35,12,0,2,0
7113,342,Feed,clay,3,15,24,0,2,0
7114,375,Feed,clay,3,10,,0,2,0
7115,375,Feed,clay,3,15,,0,2,0
7116,411,Feed,clay,3,5,23,0,1,0
7117,410,Feed,clay,3,25,28,0,2,0
7118,410,Feed,clay,3,40,13,0,2,0
7119,448,Feed,clay,3,10,8,0,3,0
7120,448,Feed,silt,3,20,21,0,3,0
7121,488,Feed,clay,3,5,28,0,1,0
7122,488,Feed,clay,3,40,,0,3,0
7123,488,Feed,silt,3,5,22,0,2,0
7124,488,Feed,silt,3,30,24,0,2,0
7125,488,Feed,silt,3,40,26,0,3,0
7126,488,Feed,silt,3,10,28,0,2,0
7127,531,Feed,clay,3,25,18,0,1,0
7128,531,Feed,clay,3,40,30,0,3,0
7129,531,Feed,clay,3,50,31,0,1,0
7130,531,Feed,clay,3,60,30,0,2,0
7131,531,Feed,clay,3,25,28,0,1,0
7132,531,Feed,clay,3,40,,0,1,0
7133,531,Feed,silt,3,25,31,0,3,0
7134,531,Feed,silt,3,35,30,0,2,0
7135,577,Feed,clay,3,20,24,0,1,0
7136,577,Feed,clay,3,40,18,0,1,0
7137,577,Feed,silt,3,15,10,0,3,0
7138,577,Feed,silt,3,25,37,0,1,0
7139,577,Feed,silt,3,25,29,0,2,0
7140,577,Feed,silt,3,20,32,0,2,0
7141,626,Feed,clay,3,5,36,0,2,0
7142,626,Feed,silt,3,15,34,0,2,0
7143,626,Feed,silt,3,20,13,0,3,0
7144,626,Feed,silt,3,20,,0,2,0
7145,625,Feed,silt,3,20,17,0,2,0
7146,626,Feed,silt,3,25,34,0,2,0
7147,625,Feed,silt,3,35,25,0,1,0
7148,626,Feed,silt,3,50,32,0,3,0
7149,677,Feed,clay,3,5,14,0,2,0
7150,677,Feed,clay,3,20,20,0,2,0
7151,677,Feed,clay,3,25,31,0,2,0
7152,677,Feed,clay,3,40,27,0,2,0
7153,677,Feed,clay,3,10,37,0,3,0
7154,677,Feed,silt,3,20,32,0,2,0
7155,732,Feed,clay,3,30,30,0,3,0
7156,731,Feed,clay,3,35,30,0,1,0
7157,732,Feed,clay,3,40,15,0,2,0
7158,731,Feed,clay,3,10,,0,1,0
7159,731,Feed,silt,3,10,6,0,3,0
7160,732,Feed,silt,3,20,16,0,1,0
7161,731,Feed,silt,3,30,38,0,2,0
7162,731,Feed,silt,3,50,31,0,2,0
7163,731,Feed,silt,3,20,27,0,2,0
7164,790,Feed,clay,3,15,28,0,1,0
7165,789,Feed,clay,3,25,39,0,1,0
7166,789,Feed,clay,3,30,35,0,2,0
7167,789,Feed,silt,3,10,25,0,2,0
7168,790,Feed,silt,3,15,18,0,1,0
7169,789,Feed,silt,3,20,26,0,2,0
7170,789,Feed,silt,3,50,32,0,2,0
7171,789,Feed,silt,3,30,33,0,1,0
7172,851,Feed,clay,3,20,21,0,2,0
7173,851,Feed,clay,3,30,46,0,2,0
7174,851,Feed,silt,3,25,23,0,2,0
7175,851,Feed,silt,3,35,40,0,2,0
7176,915,Feed,clay,3,10,10,0,2,0
7177,915,Feed,clay,3,10,42,0,2,0
7178,916,Feed,clay,3,20,24,0,2,0
7179,916,Feed,clay,3,60,43,0,3,0
7180,915,Feed,clay,3,15,30,0,2,0
7181,916,Feed,clay,3,20,30,0,2,1
7182,916,Feed,silt,3,50,39,0,1,0
7183,984,Feed,clay,3,10,12,0,3,0
7184,984,Feed,clay,3,15,34,0,2,0
7185,984,Feed,clay,3,50,33,0,2,0
7186,984,Feed,clay,3,20,,0,1,0
7187,984,Feed,silt,3,10,15,0,2,0
7188,984,Feed,silt,3,30,30,0,2,0
7189,1056,Feed,clay,3,5,,0,1,0
7190,1056,Feed,clay,3,15,21,0,3,0
7191,1056,Feed,clay,3,15,28,0,1,0
7192,1056,Feed,clay,3,30,33,0,2,0
7193,1056,Feed,clay,3,30,37,0,2,0
7194,1056,Feed,clay,3,30,42,0,2,0
7195,1056,Feed,clay,3,10,40,0,1,0
7196,1056,Feed,silt,3,10,14,0,1,0
7197,1056,Feed,silt,3,20,43,0,3,0
7198,1132,Feed,clay,3,5,40,0,1,0
7199,1132,Feed,clay,3,10,25,0,1,0
7200,1132,Feed,clay,3,15,36,0,3,0
7201,1132,Feed,clay,3,20,27,0,3,0
7202,1132,Feed,silt,3,10,47,0,3,0
7203,1132,Feed,silt,3,20,50,0,1,0
7204,1132,Feed,silt,3,30,43,0,2,0
7205,1212,Feed,clay,3,20,20,0,2,0
7206,1212,Feed,clay,3,20,41,0,2,1
7207,1212,Feed,clay,3,40,34,0,1,0
7208,1212,Feed,clay,3,60,37,0,2,0
7209,1296,Feed,clay,3,10,41,0,1,0
7210,1296,Feed,clay,3,20,46,0,2,0
7211,1385,Feed,clay,3,10,,0,1,0
7212,1385,Feed,clay,3,40,40,0,1,0
7213,1385,Feed,clay,3,40,43,0,2,0
7214,1385,Feed,silt,3,15,15,0,1,0
7215,1385,Feed,silt,3,25,30,0,1,0
7216,1385,Feed,silt,3,30,27,0,3,0
7217,1385,Feed,silt,3,40,29,0,2,0
7218,1385,Feed,silt,3,40,45,0,2,0
7219,1385,Feed,silt,3,20,,0,2,0
7220,1478,Feed,clay,3,15,,0,1,0
7221,1478,Feed,clay,3,20,18,0,2,0
7222,1478,Feed,clay,3,20,25,0,2,0
7223,1478,Feed,clay,3,50,18,0,2,0
7224,1478,Feed,clay,3,10,17,0,1,0
7225,1478,Feed,silt,3,5,22,0,2,0
7226,1478,Feed,silt,3,25,17,0,1,0
7227,1478,Feed,silt,3,40,37,0,3,0
7228,1478,Feed,silt,3,30,43,0,1,0
7229,1576,Feed,clay,3,10,39,0,2,0
7230,1576,Feed,clay,3,30,45,0,2,0
7231,1576,Feed,clay,3,20,37,0,3,0
7232,1575,Feed,silt,3,5,46,0,2,0
7233,1576,Feed,silt,3,40,44,0,2,0
7234,1576,Feed,silt,3,60,48,0,1,0
7235,1678,Feed,clay,3,15,12,0,1,0
7236,1678,Feed,clay,3,25,51,0,2,0
7237,1678,Feed,clay,3,50,46,0,3,0
7238,1678,Feed,clay,3,60,50,0,2,0
7239,1678,Feed,clay,3,20,40,0,2,1
7240,1678,Feed,silt,3,15,44,0,1,0
7241,1678,Feed,silt,3,25,50,0,3,0
7242,1678,Feed,silt,3,40,38,0,2,0
7243,1678,Feed,silt,3,10,,0,2,0
7244,1785,Feed,clay,3,10,49,0,2,0
7245,1785,Feed,clay,3,15,55,0,2,0
7246,1785,Feed,silt,3,5,34,0,3,0
7247,1785,Feed,silt,3,15,25,0,3,0
7248,1786,Feed,silt,3,15,40,0,1,0
7249,1898,Feed,clay,3,10,36,0,1,0
7250,1898,Feed,clay,3,15,45,0,1,0
7251,1898,Feed,clay,3,30,40,0,3,0
7252,1898,Feed,clay,3,20,46,0,2,1
7253,1898,Feed,clay,3,20,48,0,1,1
7254,1898,Feed,silt,3,5,,0,3,0
7255,1898,Feed,silt,3,15,,0,1,0
7256,1898,Feed,silt,3,20,30,0,3,0
7257,1898,Feed,silt,3,20,37,0,1,0
7258,1898,Feed,silt,3,60,44,0,3,0
7259,1898,Feed,silt,3,30,47,0,2,0
7260,2015,Feed,clay,3,10,45,0,2,1
7261,2016,Feed,clay,3,20,43,0,3,0
7262,2016,Feed,clay,3,20,52,0,3,1
7263,2015,Feed,silt,3,10,45,0,3,0
7264,2015,Feed,silt,3,20,47,0,1,0
7265,2139,Feed,clay,3,10,,0,2,0
7266,2139,Feed,clay,3,10,48,0,2,0
7267,2138,Feed,silt,3,20,53,0,2,0
7268,2138,Feed,silt,3,30,44,0,1,0
7269,2138,Feed,silt,3,20,50,0,1,1
7270,2267,Feed,clay,3,20,56,0,2,0
7271,2267,Feed,silt,3,5,49,0,2,0
7272,2267,Feed,silt,3,10,53,0,1,0
7273,2267,Feed,silt,3,10,54,0,3,0
7274,2267,Feed,silt,3,20,44,0,1,0
7275,2402,Feed,silt,3,10,45,0,1,0
7276,2401,Feed,silt,3,10,51,0,1,0
7277,2402,Feed,silt,3,30,49,0,1,0
7278,2401,Feed,silt,3,20,51,0,2,1
7279,2542,Feed,silt,3,20,20,0,3,0
7280,2541,Feed,silt,3,15,52,0,2,0
7281,2688,Feed,clay,3,10,51,0,3,0
7282,2688,Feed,clay,3,20,50,0,3,1
7283,2840,Feed,clay,3,10,47,0,1,0
7284,2840,Feed,clay,3,20,56,0,3,1
7285,2840,Feed,clay,3,25,40,0,1,0
7286,2840,Feed,silt,3,10,50,0,2,0
7287,2840,Feed,silt,3,20,60,0,2,0
7288,2999,Feed,clay,3,25,,0,1,0
7289,2999,Feed,clay,3,40,,0,2,0
7290,3164,Feed,silt,3,20,40,0,3,0
7291,3336,Feed,silt,3,30,60,0,1,0
7292,3337,Feed,silt,3,10,60,0,2,0
7293,3516,Feed,clay,3,40,60,0,2,0
7294,3516,Feed,clay,3,20,50,0,1,0
7295,3516,Feed,silt,3,5,40,0,2,0
7296,3896,Feed,clay,3,20,50,0,3,0
7297,188,Food,clay,2,20,16,3,3,0
7298,342,Food,clay,2,30,23,4,2,0
7299,375,Food,clay,2,20,15,9,1,0
7300,410,Food,clay,2,20,17,11,2,0
7301,410,Food,clay,2,30,,5,2,0
7302,411,Food,clay,2,30,24,7,2,0
7303,410,Food,clay,2,35,25,1,3,0
7304,410,Food,clay,2,40,30,2,3,0
7305,411,Food,clay,2,60,13,12,1,0
7306,448,Food,clay,2,10,29,2,2,0
7307,448,Food,clay,2,20,10,16,2,0
7308,448,Food,clay,2,20,21,6,2,0
7309,488,Food,clay,2,10,5,17,2,0
7310,488,Food,clay,2,10,10,17,2,0
7311,488,Food,clay,2,60,20,12,1,0
7312,489,Food,clay,2,60,21,11,2,0
7313,488,Food,clay,2,20,23,5,2,0
7314,531,Food,clay,2,60,16,11,1,0
7315,531,Food,clay,2,60,29,1,2,0
7316,577,Food,clay,2,15,22,17,2,0
7317,577,Food,clay,2,20,19,15,2,0
7318,577,Food,clay,2,20,22,4,2,0
7319,577,Food,clay,2,20,34,3,2,0
7320,577,Food,clay,2,25,21,13,2,0
7321,577,Food,clay,2,30,10,18,1,0
7322,577,Food,clay,2,30,24,7,1,0
7323,577,Food,clay,2,30,25,1,2,0
7324,577,Food,clay,2,40,25,1,1,0
7325,577,Food,clay,2,50,,9,2,0
7326,577,Food,clay,2,60,16,17,1,0
7327,577,Food,clay,2,75,32,1,1,0
7328,625,Food,clay,2,15,30,1,1,0
7329,626,Food,clay,2,20,25,7,3,0
7330,626,Food,clay,2,20,27,10,3,0
7331,625,Food,clay,2,25,26,8,2,0
7332,625,Food,clay,2,40,16,15,3,0
7333,625,Food,clay,2,50,18,20,1,0
7334,625,Food,clay,2,50,21,15,2,0
7335,625,Food,clay,2,80,22,13,2,0
7336,677,Food,clay,2,10,7,21,1,0
7337,677,Food,clay,2,10,,16,2,0
7338,677,Food,clay,2,10,,20,3,0
7339,677,Food,clay,2,10,27,6,1,0
7340,677,Food,clay,2,10,30,0,1,0
7341,677,Food,clay,2,15,23,11,1,0
7342,677,Food,clay,2,20,8,19,1,0
7343,677,Food,clay,2,20,11,21,2,0
7344,677,Food,clay,2,20,18,9,2,0
7345,677,Food,clay,2,25,28,5,2,0
7346,677,Food,clay,2,30,32,2,2,0
7347,677,Food,clay,2,40,17,16,2,0
7348,677,Food,clay,2,40,,4,3,0
7349,677,Food,clay,2,60,25,9,2,0
7350,677,Food,clay,2,60,35,4,2,0
7351,677,Food,clay,2,60,21,10,3,0
7352,732,Food,clay,2,10,,17,2,0
7353,732,Food,clay,2,5,36,6,3,0
7354,732,Food,clay,2,10,15,17,2,0
7355,731,Food,clay,2,10,18,20,3,0
7356,732,Food,clay,2,20,30,9,2,0
7357,732,Food,clay,2,20,35,4,2,0
7358,732,Food,clay,2,25,25,12,1,0
7359,732,Food,clay,2,40,24,3,2,0
7360,731,Food,clay,2,40,32,3,1,0
7361,731,Food,clay,2,60,31,5,1,0
7362,790,Food,clay,2,25,30,6,2,0
7363,789,Food,clay,2,5,15,8,2,0
7364,789,Food,clay,2,10,13,22,1,0
7365,789,Food,clay,2,20,14,19,2,0
7366,789,Food,clay,2,20,20,1,1,0
7367,790,Food,clay,2,30,31,1,2,0
7368,789,Food,clay,2,40,24,9,2,0
7369,789,Food,clay,2,40,25,11,3,0
7370,789,Food,clay,2,40,25,14,3,0
7371,789,Food,clay,2,40,31,14,2,0
7372,789,Food,clay,2,50,34,7,2,0
7373,789,Food,clay,2,50,35,1,2,0
7374,789,Food,clay,2,60,34,1,2,0
7375,789,Food,clay,2,80,28,9,3,0
7376,789,Food,clay,2,40,29,11,2,0
7377,789,Food,clay,2,15,15,18,1,0
7378,851,Food,clay,2,5,28,9,1,0
7379,851,Food,clay,2,20,,22,2,0
7380,851,Food,clay,2,25,37,1,1,0
7381,851,Food,clay,2,40,18,16,3,0
7382,851,Food,clay,2,40,21,12,3,0
7383,851,Food,clay,2,40,23,0,3,0
7384,851,Food,clay,2,40,34,0,2,0
7385,851,Food,clay,2,40,38,1,2,0
7386,851,Food,clay,2,40,39,6,2,0
7387,851,Food,clay,2,60,15,19,2,0
7388,851,Food,clay,2,60,18,18,2,0
7389,851,Food,clay,2,60,,10,2,0
7390,851,Food,clay,2,65,40,2,2,0
7391,916,Food,clay,2,10,26,14,3,0
7392,915,Food,clay,2,15,21,20,3,0
7393,915,Food,clay,2,20,17,21,2,0
7394,916,Food,clay,2,20,21,8,3,0
7395,915,Food,clay,2,20,21,14,3,0
7396,915,Food,clay,2,25,30,8,3,0
7397,915,Food,clay,2,30,19,21,1,0
7398,915,Food,clay,2,30,25,10,2,0
7399,916,Food,clay,2,30,30,3,3,0
7400,916,Food,clay,2,30,36,2,1,0
7401,915,Food,clay,2,40,13,24,1,0
7402,915,Food,clay,2,40,32,10,1,0
7403,915,Food,clay,2,50,22,19,2,0
7404,984,Food,clay,2,15,13,24,2,0
7405,984,Food,clay,2,15,27,8,2,0
7406,984,Food,clay,2,20,16,15,1,0
7407,984,Food,clay,2,20,18,18,2,0
7408,984,Food,clay,2,20,27,9,2,0
7409,984,Food,clay,2,20,,4,2,0
7410,984,Food,clay,2,25,34,6,1,0
7411,984,Food,clay,2,30,20,16,3,0
7412,984,Food,clay,2,35,25,9,3,0
7413,984,Food,clay,2,40,28,10,1,0
7414,984,Food,clay,2,40,37,6,2,0
7415,984,Food,clay,2,40,44,0,2,0
7416,984,Food,clay,2,45,33,8,1,0
7417,984,Food,clay,2,50,31,13,2,0
7418,984,Food,clay,2,60,14,25,3,0
7419,984,Food,clay,2,60,15,21,2,0
7420,984,Food,clay,2,80,25,14,3,0
7421,984,Food,clay,2,60,8,18,2,0
7422,1056,Food,clay,2,10,16,15,2,0
7423,1056,Food,clay,2,10,,17,2,0
7424,1056,Food,clay,2,10,25,22,2,0
7425,1056,Food,clay,2,15,,17,2,0
7426,1056,Food,clay,2,20,10,27,2,0
7427,1056,Food,clay,2,20,24,13,2,0
7428,1056,Food,clay,2,20,,10,2,0
7429,1056,Food,clay,2,20,34,3,3,0
7430,1056,Food,clay,2,25,35,7,3,0
7431,1056,Food,clay,2,30,19,22,2,0
7432,1056,Food,clay,2,30,22,19,3,0
7433,1056,Food,clay,2,40,10,17,1,0
7434,1056,Food,clay,2,40,23,22,2,0
7435,1056,Food,clay,2,80,22,17,3,0
7436,1056,Food,clay,2,20,19,17,3,0
7437,1132,Food,clay,2,5,24,10,2,0
7438,1132,Food,clay,2,5,34,8,1,0
7439,1132,Food,clay,2,15,18,22,3,0
7440,1132,Food,clay,2,20,,1,2,0
7441,1132,Food,clay,2,30,20,20,1,0
7442,1132,Food,clay,2,30,22,14,3,0
7443,1132,Food,clay,2,40,12,23,1,0
7444,1132,Food,clay,2,40,27,13,1,0
7445,1132,Food,clay,2,40,31,12,2,0
7446,1132,Food,clay,2,40,33,6,1,0
7447,1132,Food,clay,2,40,37,4,2,0
7448,1132,Food,clay,2,40,40,4,1,0
7449,1132,Food,clay,2,50,38,2,2,0
7450,1132,Food,clay,2,60,27,12,1,0
7451,1132,Food,clay,2,60,30,14,2,0
7452,1132,Food,clay,2,10,,15,3,0
7453,1132,Food,clay,2,40,,13,2,0
7454,1132,Food,clay,2,20,36,3,3,0
7455,1212,Food,clay,2,5,27,7,2,0
7456,1212,Food,clay,2,10,9,29,2,0
7457,1212,Food,clay,2,10,42,2,2,0
7458,1212,Food,clay,2,20,31,3,3,0
7459,1212,Food,clay,2,20,39,12,2,0
7460,1212,Food,clay,2,20,46,3,1,0
7461,1212,Food,clay,2,30,26,16,3,0
7462,1212,Food,clay,2,40,11,29,2,0
7463,1212,Food,clay,2,40,19,24,2,0
7464,1212,Food,clay,2,40,30,13,1,0
7465,1212,Food,clay,2,40,34,4,1,0
7466,1212,Food,clay,2,50,30,17,2,0
7467,1212,Food,clay,2,50,44,1,2,0
7468,1212,Food,clay,2,60,34,5,1,0
7469,1212,Food,clay,2,60,44,7,2,0
7470,1212,Food,clay,2,80,42,6,2,0
7471,1212,Food,clay,2,45,37,10,2,0
7472,1212,Food,clay,2,50,,16,2,0
7473,1296,Food,clay,2,5,20,10,2,0
7474,1297,Food,clay,2,5,24,18,1,0
7475,1296,Food,clay,2,10,20,10,1,0
7476,1297,Food,clay,2,15,35,4,1,0
7477,1297,Food,clay,2,20,20,24,3,0
7478,1297,Food,clay,2,20,32,10,1,0
7479,1296,Food,clay,2,20,40,0,3,0
7480,1296,Food,clay,2,30,22,17,3,0
7481,1297,Food,clay,2,40,13,27,2,0
7482,1296,Food,clay,2,40,15,10,2,0
7483,1296,Food,clay,2,40,24,22,1,0
7484,1297,Food,clay,2,40,30,10,1,0
7485,1296,Food,clay,2,40,43,1,1,0
7486,1296,Food,clay,2,50,24,19,3,0
7487,1296,Food,clay,2,60,30,16,1,0
7488,1297,Food,clay,2,60,35,11,2,0
7489,1297,Food,clay,2,20,20,5,2,0
7490,1296,Food,clay,2,40,47,2,2,0
7491,1385,Food,clay,2,10,30,11,2,0
7492,1385,Food,clay,2,15,18,26,3,0
7493,1385,Food,clay,2,20,28,20,3,0
7494,1385,Food,clay,2,20,29,19,1,0
7495,1385,Food,clay,2,30,11,30,2,0
7496,1385,Food,clay,2,30,30,17,3,0
7497,1385,Food,clay,2,35,17,19,2,0
7498,1385,Food,clay,2,40,24,20,2,0
7499,1385,Food,clay,2,40,40,7,2,0
7500,1385,Food,clay,2,50,26,17,2,0
7501,1385,Food,clay,2,60,25,18,2,0
7502,1478,Food,clay,2,10,39,7,3,0
7503,1478,Food,clay,2,15,12,17,2,0
7504,1478,Food,clay,2,20,24,21,2,0
7505,1478,Food,clay,2,20,35,2,1,0
7506,1478,Food,clay,2,20,36,10,3,0
7507,1478,Food,clay,2,20,47,6,1,0
7508,1478,Food,clay,2,30,26,12,3,0
7509,1478,Food,clay,2,35,34,13,3,0
7510,1478,Food,clay,2,60,36,10,2,0
7511,1478,Food,clay,2,75,,10,1,0
7512,1478,Food,clay,2,40,20,12,1,0
7513,1478,Food,clay,2,20,37,8,1,0
7514,1478,Food,clay,2,60,37,7,2,0
7515,1576,Food,clay,2,5,34,11,1,0
7516,1575,Food,clay,2,10,23,15,2,0
7517,1576,Food,clay,2,10,30,15,3,0
7518,1575,Food,clay,2,10,,14,2,0
7519,1575,Food,clay,2,10,33,18,1,0
7520,1575,Food,clay,2,15,6,27,1,0
7521,1575,Food,clay,2,15,24,21,2,0
7522,1575,Food,clay,2,20,30,10,2,0
7523,1576,Food,clay,2,25,15,30,3,0
7524,1575,Food,clay,2,30,32,1,2,0
7525,1576,Food,clay,2,50,25,26,2,0
7526,1576,Food,clay,2,50,45,3,1,0
7527,1575,Food,clay,2,60,27,15,3,0
7528,1576,Food,clay,2,60,28,18,2,0
7529,1576,Food,clay,2,60,46,5,1,0
7530,1576,Food,clay,2,20,24,23,2,0
7531,1576,Food,clay,2,70,29,13,1,0
7532,1678,Food,clay,2,30,25,9,2,0
7533,1678,Food,clay,2,10,17,31,2,0
7534,1678,Food,clay,2,10,24,24,2,0
7535,1678,Food,clay,2,15,28,14,1,0
7536,1678,Food,clay,2,20,17,33,3,0
7537,1678,Food,clay,2,20,25,15,2,0
7538,1678,Food,clay,2,20,34,12,3,0
7539,1678,Food,clay,2,20,41,5,2,0
7540,1678,Food,clay,2,25,,19,2,0
7541,1678,Food,clay,2,25,34,14,2,0
7542,1678,Food,clay,2,25,47,0,2,0
7543,1678,Food,clay,2,30,11,31,2,0
7544,1678,Food,clay,2,30,12,26,2,0
7545,1678,Food,clay,2,30,32,17,2,0
7546,1678,Food,clay,2,40,36,16,2,0
7547,1678,Food,clay,2,40,43,1,2,0
7548,1678,Food,clay,2,40,45,5,2,0
7549,1678,Food,clay,2,50,28,20,2,0
7550,1678,Food,clay,2,60,27,19,2,0
7551,1785,Food,clay,2,5,28,15,1,0
7552,1785,Food,clay,2,15,16,31,3,0
7553,1786,Food,clay,2,20,25,23,1,0
7554,1786,Food,clay,2,20,31,19,1,0
7555,1785,Food,clay,2,20,,4,2,0
7556,1786,Food,clay,2,30,19,27,3,0
7557,1785,Food,clay,2,30,34,6,2,0
7558,1785,Food,clay,2,30,36,2,2,0
7559,1785,Food,clay,2,40,10,19,1,0
7560,1785,Food,clay,2,40,32,10,1,0
7561,1786,Food,clay,2,80,34,13,3,0
7562,1786,Food,clay,2,5,24,15,2,0
7563,1785,Food,clay,2,30,30,17,1,0
7564,1786,Food,clay,2,40,35,13,1,0
7565,1785,Food,clay,2,40,40,5,2,0
7566,1785,Food,clay,2,60,44,5,2,0
7567,1898,Food,clay,2,5,6,36,1,0
7568,1898,Food,clay,2,20,15,31,2,0
7569,1898,Food,clay,2,20,29,16,2,0
7570,1898,Food,clay,2,25,43,6,2,0
7571,1898,Food,clay,2,35,10,24,2,0
7572,1898,Food,clay,2,40,16,26,3,0
7573,1898,Food,clay,2,40,25,16,2,0
7574,1898,Food,clay,2,60,17,32,2,0
7575,1898,Food,clay,2,20,25,11,2,0
7576,1898,Food,clay,2,60,40,8,2,0
7577,2016,Food,clay,2,5,27,24,3,0
7578,2016,Food,clay,2,10,,37,3,0
7579,2016,Food,clay,2,10,23,30,2,0
7580,2015,Food,clay,2,10,30,17,2,0
7581,2015,Food,clay,2,15,30,3,1,0
7582,2015,Food,clay,2,15,31,20,3,0
7583,2016,Food,clay,2,15,32,23,1,0
7584,2016,Food,clay,2,15,40,17,1,0
7585,2015,Food,clay,2,20,26,22,1,0
7586,2016,Food,clay,2,20,,0,2,0
7587,2015,Food,clay,2,25,47,5,1,0
7588,2015,Food,clay,2,30,27,19,2,0
7589,2016,Food,clay,2,30,50,1,2,0
7590,2015,Food,clay,2,30,51,1,2,0
7591,2015,Food,clay,2,40,,12,2,0
7592,2016,Food,clay,2,45,,27,2,0
7593,2015,Food,clay,2,20,50,8,2,0
7594,2016,Food,clay,2,20,36,15,2,0
7595,2016,Food,clay,2,35,41,5,1,0
